family	Subfamily	chr	start	end	strand	percent_divergence	GA_edit_count
ERVL	DR0012850	MCFN01000157.1	70214	70546	+	5.1	0
ERVL	DR0012958	MCFN01000157.1	114344	114799	+	22.7	0
ERVL	DR0012954	MCFN01000157.1	127932	128498	+	3.4	0
ERVL	DR0012958	MCFN01000157.1	155473	155887	C	16.9	0
ERVL	DR0012935	MCFN01000157.1	179480	179839	+	22.1	0
ERVL	DR0012860	MCFN01000157.1	259689	259763	+	9.3	0
ERVL	DR0012936	MCFN01000157.1	273410	273970	C	13.7	0
ERVL	DR0012827	MCFN01000157.1	277032	277574	C	8.7	0
ERVL	DR0012974	MCFN01000157.1	290016	290132	C	21.4	0
ERVL	DR0012932	MCFN01000157.1	308186	308242	+	14.0	0
ERVL	DR0012891	MCFN01000157.1	311802	312267	C	10.4	0
ERVL	DR0012958	MCFN01000157.1	417439	417619	+	26.0	0
ERVL	DR0012970	MCFN01000157.1	435659	435975	C	23.6	0
ERVL	DR0012929	MCFN01000157.1	457823	458362	C	18.2	0
ERVL	DR0012981	MCFN01000157.1	471001	471543	C	14.2	0
ERVL	DR0012958	MCFN01000157.1	498081	498409	+	19.1	0
ERVL	DR0012954	MCFN01000157.1	502716	503218	+	14.3	0
ERVL	DR0012954	MCFN01000157.1	503370	503778	+	2.4	0
ERVL	DR0012954	MCFN01000157.1	507311	507814	C	2.4	0
ERVL	DR0012959	MCFN01000157.1	651065	652057	+	26.7	0
ERVL	DR0012936	MCFN01000157.1	654760	655337	+	10.7	0
ERVL	DR0012890	MCFN01000157.1	714283	714843	C	7.0	0
ERVL	DR0012908	MCFN01000157.1	767192	767318	C	37.3	0
ERVL	DR0012981	MCFN01000157.1	767435	767920	C	38.8	0
ERVL	DR0012962	MCFN01000157.1	779948	780134	+	24.6	0
ERVL	DR0012986	MCFN01000157.1	822889	823233	+	10.5	0
ERVL	DR0012958	MCFN01000157.1	824751	825700	C	29.1	0
ERVL	DR0012974	MCFN01000157.1	870758	871030	C	29.4	0
ERVL	DR0012897	MCFN01000157.1	918819	919464	C	14.5	0
ERVL	DR0012961	MCFN01000157.1	1012433	1013405	C	24.6	0
ERVL	DR0012969	MCFN01000157.1	1181503	1181852	+	9.1	0
ERVL	DR0012920	MCFN01000157.1	1184661	1184897	+	28.9	0
ERVL	DR0012929	MCFN01000157.1	1238551	1239089	C	17.3	0
ERVL	DR0012958	MCFN01000157.1	1259142	1260179	C	22.4	0
ERVL	DR0012970	MCFN01000157.1	1264868	1265176	C	17.6	0
ERVL	DR0012920	MCFN01000157.1	1265678	1265842	C	18.1	0
ERVL	DR0012863	MCFN01000157.1	1270314	1270645	+	3.0	0
ERVL	DR0012824	MCFN01000157.1	1276509	1276863	+	10.8	0
ERVL	DR0012809	MCFN01000157.1	1277997	1278256	+	19.4	0
ERVL	DR0012935	MCFN01000157.1	1321404	1321804	C	24.1	0
ERVL	DR0012958	MCFN01000157.1	1342221	1342961	+	26.0	0
ERVL	DR0012929	MCFN01000157.1	1350688	1351083	+	16.2	0
ERV1	DR0012922	MCFN01000157.1	1370452	1370990	+	5.9	0
ERVL	DR0012969	MCFN01000157.1	1373845	1374123	C	11.5	0
ERV1	DR0012844	MCFN01000157.1	1386715	1386780	C	24.2	0
ERVL	DR0012929	MCFN01000157.1	1390038	1390574	C	15.8	0
ERVL	DR0012861	MCFN01000157.1	1401492	1401906	C	7.0	0
ERVL	DR0012929	MCFN01000157.1	1404946	1405381	C	23.7	0
ERVL	DR0012890	MCFN01000157.1	1411777	1413401	C	7.2	0
ERVK	DR0012960	MCFN01000157.1	1413448	1413845	+	7.3	0
ERVK	DR0012960	MCFN01000157.1	1414006	1414823	+	6.9	0
ERVK	DR0012960	MCFN01000157.1	1414841	1416915	+	3.5	0
ERVL	DR0012812	MCFN01000157.1	1423719	1424077	+	11.0	0
ERVL	DR0012923	MCFN01000157.1	1457214	1457759	C	18.3	0
ERVL	DR0012929	MCFN01000157.1	1458750	1459301	+	15.0	0
ERVL	DR0012920	MCFN01000157.1	1467164	1467429	+	13.9	0
ERVL	DR0012935	MCFN01000157.1	1491878	1492309	+	18.0	0
ERVL	DR0012935	MCFN01000157.1	1492345	1492493	+	22.3	0
ERVL	DR0012961	MCFN01000157.1	1509335	1509422	C	20.4	0
ERVL	DR0012929	MCFN01000157.1	1509592	1510085	+	17.4	0
ERVL	DR0012920	MCFN01000157.1	1530322	1530595	C	14.1	0
ERVL	DR0012929	MCFN01000157.1	1530963	1531492	C	15.6	0
ERVL	DR0012942	MCFN01000157.1	1531525	1531606	+	5.7	0
ERVL	DR0012824	MCFN01000157.1	1531748	1531899	C	4.6	0
ERVL	DR0012863	MCFN01000157.1	1532313	1532595	+	30.3	0
ERVL	DR0012863	MCFN01000157.1	1533886	1534359	C	3.2	0
ERVL	DR0012962	MCFN01000158.1	4609	4840	+	14.4	0
ERVL	DR0012935	MCFN01000158.1	33894	34168	+	17.8	0
ERVL	DR0012935	MCFN01000158.1	34208	34390	+	16.4	0
ERVL	DR0012958	MCFN01000158.1	154933	155078	+	20.9	0
ERVL	DR0012809	MCFN01000158.1	169876	170210	+	24.4	0
ERVL	DR0012961	MCFN01000158.1	175677	176211	+	24.0	0
ERVL	DR0012929	MCFN01000158.1	277902	277941	C	5.0	0
ERVL	DR0012936	MCFN01000158.1	336413	336979	+	12.4	0
ERVL	DR0012935	MCFN01000158.1	412255	412319	C	13.8	0
ERVL	DR0012942	MCFN01000158.1	430062	430401	C	11.2	0
ERVL	DR0012959	MCFN01000158.1	435510	436027	+	11.2	0
ERVL	DR0012860	MCFN01000158.1	462188	462758	C	7.6	0
ERVL	DR0012929	MCFN01000158.1	484546	485058	+	15.3	0
ERV1	DR0012912	MCFN01000158.1	520232	520699	+	11.0	0
ERVL	DR0012991	MCFN01000158.1	665696	665866	C	16.3	0
ERV1	DR0012844	MCFN01000158.1	682068	682348	C	13.9	0
ERVL	DR0012970	MCFN01000158.1	698491	698831	C	19.1	0
ERVL	DR0012941	MCFN01000158.1	732898	733201	C	19.7	0
ERVL	DR0012969	MCFN01000158.1	745092	745446	C	14.2	0
ERVL	DR0012991	MCFN01000158.1	770794	770890	C	21.6	0
ERVL	DR0012970	MCFN01000158.1	770947	771181	C	14.9	0
ERVL	DR0012991	MCFN01000158.1	847084	847410	C	19.2	0
ERVL	DR0012991	MCFN01000158.1	882456	882793	+	15.0	0
ERVL	DR0012941	MCFN01000158.1	921768	921817	+	29.4	0
ERVL	DR0012929	MCFN01000158.1	945393	945912	+	16.9	0
ERVL	DR0012936	MCFN01000158.1	995132	995687	C	11.7	0
ERVL	DR0012809	MCFN01000158.1	1006219	1006573	+	11.4	0
ERVL	DR0012860	MCFN01000158.1	1025851	1026180	+	4.0	0
ERVL	DR0012941	MCFN01000158.1	1161073	1161271	+	16.0	0
ERVL	DR0012935	MCFN01000158.1	1197370	1197879	C	30.6	0
ERV1	DR0012866	MCFN01000158.1	1228500	1228561	+	4.8	0
ERVL	DR0012920	MCFN01000158.1	1259565	1259854	C	16.2	0
ERVL	DR0012954	MCFN01000158.1	1442023	1442226	C	3.9	0
ERVL	DR0012961	MCFN01000159.1	87558	87749	C	26.6	0
ERVL	DR0012974	MCFN01000159.1	105796	106044	C	28.2	0
ERVL	DR0012962	MCFN01000159.1	106272	106570	C	29.5	0
ERVL	DR0012961	MCFN01000159.1	128622	129244	C	25.5	0
ERVL	DR0012935	MCFN01000159.1	142620	143076	+	17.2	0
ERVL	DR0012935	MCFN01000159.1	143113	143214	+	17.8	0
ERVL	DR0012974	MCFN01000159.1	161993	162292	+	27.2	0
ERVL	DR0012958	MCFN01000159.1	164650	164816	C	19.9	0
ERVL	DR0012958	MCFN01000159.1	164823	165054	C	21.1	0
ERVL	DR0012853	MCFN01000159.1	188510	188929	+	24.5	0
ERVL	DR0012848	MCFN01000159.1	189283	190242	C	5.5	0
ERVL	DR0012929	MCFN01000159.1	209817	210077	+	19.4	0
ERVL	DR0012961	MCFN01000159.1	239885	240590	C	26.9	0
ERVL	DR0012974	MCFN01000159.1	242560	242968	+	20.5	0
ERVL	DR0012935	MCFN01000159.1	261993	262415	C	13.2	0
ERVL	DR0012941	MCFN01000159.1	358494	358683	+	19.6	0
ERVL	DR0012935	MCFN01000159.1	452019	452537	C	17.0	0
ERVL	DR0012920	MCFN01000159.1	488417	488671	+	12.3	0
ERV1	DR0012844	MCFN01000159.1	532539	532588	+	14.0	0
ERVL	DR0012958	MCFN01000159.1	537949	538083	C	21.4	0
ERVL	DR0012936	MCFN01000159.1	573658	573744	+	8.2	0
ERVL	DR0012923	MCFN01000159.1	670326	670865	+	15.8	0
ERVL	DR0012929	MCFN01000159.1	686339	686856	+	16.5	0
ERV1	DR0012844	MCFN01000159.1	745707	746263	C	16.4	0
ERVL	DR0012920	MCFN01000159.1	748339	748605	C	24.4	0
ERVL	DR0012935	MCFN01000159.1	804227	804487	C	15.4	0
ERVL	DR0012961	MCFN01000159.1	824233	824489	C	28.2	0
ERVL	DR0012958	MCFN01000159.1	865312	865399	C	17.7	0
ERV1	DR0012912	MCFN01000159.1	890007	890247	+	16.0	0
ERV1	DR0012857	MCFN01000159.1	1020001	1020407	+	2.6	0
ERVL	DR0012954	MCFN01000159.1	1031125	1031700	+	2.8	0
ERVL	DR0012943	MCFN01000159.1	1057572	1057921	C	15.1	0
ERVL	DR0012969	MCFN01000159.1	1071276	1071596	C	12.8	0
ERVL	DR0012935	MCFN01000159.1	1080504	1080786	+	30.9	0
ERVL	DR0012974	MCFN01000159.1	1084532	1085085	C	17.5	0
ERVL	DR0012824	MCFN01000159.1	1123954	1124306	+	10.6	0
ERVL	DR0012932	MCFN01000159.1	1251323	1252065	+	8.5	0
ERVL	DR0012935	MCFN01000159.1	1280823	1280903	+	17.5	0
ERVL	DR0012935	MCFN01000159.1	1280910	1281140	+	22.1	0
ERVL	DR0012958	MCFN01000159.1	1317683	1317901	C	20.6	0
ERVL	DR0012958	MCFN01000159.1	1318106	1318394	C	17.3	0
ERVL	DR0012932	MCFN01000159.1	1333711	1334407	+	6.3	0
ERVL	DR0012935	MCFN01000159.1	1378419	1378929	C	19.3	0
ERVL	DR0012935	MCFN01000159.1	1484302	1484639	C	20.8	0
ERVL	DR0012958	MCFN01000159.1	1499702	1500312	C	27.2	0
ERV1	DR0012855	MCFN01000159.1	1504735	1505298	+	5.1	0
ERVL	DR0012838	MCFN01000159.1	1510758	1511092	C	18.4	0
ERVL	DR0012954	MCFN01000159.1	1516483	1516617	+	5.8	0
ERVL	DR0012936	MCFN01000159.1	1522592	1522667	C	17.3	0
ERVL	DR0012850	MCFN01000159.1	1525597	1525677	+	0.0	0
ERVL	DR0012936	MCFN01000160.1	608	1157	+	13.4	0
ERVL	DR0012923	MCFN01000160.1	3496	3683	+	21.6	0
ERVL	DR0012929	MCFN01000160.1	52760	53133	+	15.8	0
ERVL	DR0012935	MCFN01000160.1	67648	68236	C	24.0	0
ERVL	DR0012827	MCFN01000160.1	86721	87271	C	10.4	0
ERVL	DR0012897	MCFN01000160.1	97160	97854	+	15.6	0
ERVL	DR0012958	MCFN01000160.1	102918	103038	+	24.4	0
ERVL	DR0012961	MCFN01000160.1	103044	103299	+	25.1	0
ERVL	DR0012958	MCFN01000160.1	165379	165541	C	24.6	0
ERVK	DR0012985	MCFN01000160.1	166486	168423	C	2.6	0
ERVL	DR0012935	MCFN01000160.1	177384	177892	+	17.8	0
ERV1	DR0012922	MCFN01000160.1	223608	223695	+	18.2	0
ERVL	DR0012891	MCFN01000160.1	223732	223783	C	11.5	0
ERVL	DR0012936	MCFN01000160.1	223786	223860	C	8.6	0
ERV1	DR0012922	MCFN01000160.1	223877	224283	+	21.0	0
ERVL	DR0012897	MCFN01000160.1	224813	225508	C	14.9	0
ERVL	DR0012929	MCFN01000160.1	233228	233782	C	14.0	0
ERVL	DR0012929	MCFN01000160.1	244675	245222	+	16.0	0
ERVL	DR0012935	MCFN01000160.1	257082	257308	C	19.7	0
ERVL	DR0012969	MCFN01000160.1	261628	261803	C	7.1	0
ERVL	DR0012958	MCFN01000160.1	272617	273234	+	24.7	0
ERVL	DR0012929	MCFN01000160.1	277572	278151	C	16.1	0
ERVL	DR0012861	MCFN01000160.1	307135	307212	+	17.0	0
ERVL	DR0012861	MCFN01000160.1	307255	309625	+	11.8	0
ERVL	DR0012891	MCFN01000160.1	309918	310753	+	18.0	0
ERVL	DR0012969	MCFN01000160.1	313074	313419	+	14.6	0
ERVL	DR0012936	MCFN01000160.1	350868	351169	+	9.8	0
ERV1	DR0012912	MCFN01000160.1	375116	375222	+	10.3	0
ERV1	DR0012855	MCFN01000160.1	376012	376324	+	12.1	0
ERV1	DR0012844	MCFN01000160.1	377799	378416	+	22.1	0
ERVL	DR0012959	MCFN01000160.1	384304	384854	C	12.0	0
ERVL	DR0012929	MCFN01000160.1	410399	410954	+	18.6	0
ERVL	DR0012961	MCFN01000160.1	414092	414182	+	28.0	0
ERVL	DR0012974	MCFN01000160.1	414199	414369	C	20.5	0
ERVL	DR0012929	MCFN01000160.1	421522	422029	C	16.3	0
ERVL	DR0012932	MCFN01000160.1	451898	452627	+	26.8	0
ERVL	DR0012823	MCFN01000160.1	454192	457108	+	22.3	0
ERVL	DR0012827	MCFN01000160.1	457115	458791	+	12.8	0
ERVL	DR0012929	MCFN01000160.1	458794	458904	+	17.8	0
ERVL	DR0012891	MCFN01000160.1	487656	488030	C	7.5	0
ERVK	DR0012877	MCFN01000160.1	504410	505688	+	2.7	0
ERVL	DR0012890	MCFN01000160.1	513501	514064	C	7.3	0
ERVL	DR0012932	MCFN01000160.1	575971	576112	+	6.3	0
ERVL	DR0012932	MCFN01000160.1	576114	576466	+	3.1	0
ERVL	DR0012974	MCFN01000160.1	589243	589587	+	22.9	0
ERVL	DR0012962	MCFN01000160.1	600487	601482	C	21.4	0
ERVL	DR0012823	MCFN01000160.1	604677	605190	C	13.2	0
ERVL	DR0012969	MCFN01000160.1	621140	621484	C	15.0	0
ERVL	DR0012981	MCFN01000160.1	623854	624420	C	12.9	0
ERVL	DR0012848	MCFN01000160.1	625101	625913	C	8.7	0
ERV1	DR0012879	MCFN01000160.1	636908	637117	+	10.1	0
ERV1	DR0012879	MCFN01000160.1	637497	637881	+	10.1	0
ERVL	DR0012897	MCFN01000160.1	646913	647652	C	15.5	0
ERVL	DR0012942	MCFN01000160.1	652153	652328	C	31.8	0
ERVL	DR0012941	MCFN01000160.1	653587	653642	C	24.7	0
ERVL	DR0012941	MCFN01000160.1	653802	653818	C	24.7	0
ERVL	DR0012908	MCFN01000160.1	659095	659604	+	13.3	0
ERV1	DR0012857	MCFN01000160.1	662244	662614	C	25.1	0
ERVL	DR0012954	MCFN01000160.1	668714	669275	C	2.3	0
ERVL	DR0012861	MCFN01000160.1	671477	672055	C	9.7	0
ERVL	DR0012962	MCFN01000160.1	678722	679147	C	17.1	0
ERVL	DR0012941	MCFN01000160.1	679852	680157	+	21.4	0
ERVL	DR0012936	MCFN01000160.1	687767	688308	+	12.7	0
ERVL	DR0012920	MCFN01000160.1	688331	688467	+	14.6	0
ERVL	DR0012920	MCFN01000160.1	689669	689795	+	8.8	0
ERVL	DR0012986	MCFN01000160.1	751155	751216	+	12.9	0
ERVL	DR0012929	MCFN01000160.1	755632	756166	C	18.8	0
ERVL	DR0012962	MCFN01000160.1	758127	758428	+	18.0	0
ERVL	DR0012890	MCFN01000160.1	759469	760041	+	5.4	0
ERV1	DR0012857	MCFN01000160.1	765241	765603	C	20.7	0
ERV1	DR0012844	MCFN01000160.1	779758	780325	C	17.7	0
ERVL	DR0012897	MCFN01000160.1	790402	791158	C	14.0	0
ERV1	DR0012922	MCFN01000160.1	792223	792797	C	12.7	0
ERVL	DR0012929	MCFN01000160.1	793876	794443	C	17.0	0
ERVL	DR0012981	MCFN01000160.1	813956	814298	+	14.6	0
ERVL	DR0012974	MCFN01000160.1	816527	817074	+	26.2	0
ERVL	DR0012974	MCFN01000160.1	828575	828987	C	29.4	0
ERVL	DR0012929	MCFN01000160.1	829426	829983	+	16.3	0
ERVL	DR0012929	MCFN01000160.1	843629	843940	+	15.7	0
ERVL	DR0012929	MCFN01000160.1	863962	864467	C	16.5	0
ERVL	DR0012974	MCFN01000160.1	865913	866433	C	27.1	0
ERVL	DR0012961	MCFN01000160.1	874640	874726	+	21.7	0
ERV1	DR0012922	MCFN01000160.1	883513	884058	+	10.2	0
ERVL	DR0012891	MCFN01000160.1	884959	885488	C	10.0	0
ERVL	DR0012872	MCFN01000160.1	890449	890588	C	25.3	0
ERVL	DR0012962	MCFN01000160.1	892112	894931	C	14.2	0
ERVL	DR0012936	MCFN01000160.1	895044	895259	C	14.5	0
ERVL	DR0012929	MCFN01000160.1	899706	900192	+	18.5	0
ERVL	DR0012958	MCFN01000160.1	903070	903142	+	19.2	0
ERV1	DR0012992	MCFN01000160.1	910688	911382	+	10.2	0
ERV1	DR0012922	MCFN01000160.1	913504	913689	+	19.8	0
ERVL	DR0012935	MCFN01000160.1	914771	914843	C	29.2	0
ERVL	DR0012935	MCFN01000160.1	914950	915228	C	24.0	0
ERV1	DR0012922	MCFN01000160.1	917376	917648	C	20.4	0
ERVL	DR0012891	MCFN01000160.1	928221	928594	+	11.9	0
ERVL	DR0012850	MCFN01000160.1	928725	929028	+	2.6	0
ERVL	DR0012929	MCFN01000160.1	929715	929938	C	12.4	0
ERVL	DR0012929	MCFN01000160.1	929945	930029	C	12.9	0
ERVL	DR0012890	MCFN01000160.1	943067	943623	+	10.9	0
ERVL	DR0012929	MCFN01000160.1	966218	966777	C	14.4	0
ERVL	DR0012890	MCFN01000160.1	1009784	1010229	C	8.1	0
ERVL	DR0012936	MCFN01000160.1	1012604	1013163	+	15.1	0
ERVL	DR0012897	MCFN01000160.1	1013294	1014053	+	13.7	0
ERVL	DR0012959	MCFN01000160.1	1018139	1018675	+	13.0	0
ERV1	DR0012879	MCFN01000160.1	1019285	1020324	+	3.3	0
ERVL	DR0012935	MCFN01000160.1	1024514	1024976	+	28.1	0
ERVL	DR0012929	MCFN01000160.1	1027726	1028276	C	14.3	0
ERVL	DR0012962	MCFN01000160.1	1042583	1042989	C	20.3	0
ERVL	DR0012974	MCFN01000160.1	1049897	1050014	+	28.0	0
ERVL	DR0012935	MCFN01000160.1	1050024	1050580	C	29.0	0
ERV1	DR0012914	MCFN01000160.1	1070489	1070875	C	12.7	0
ERVL	DR0012974	MCFN01000160.1	1074772	1074866	C	15.9	0
ERVL	DR0012974	MCFN01000160.1	1100148	1100668	C	31.9	0
ERVL	DR0012929	MCFN01000160.1	1106247	1106804	+	15.0	0
ERVL	DR0012823	MCFN01000160.1	1108971	1110324	C	20.4	0
ERVL	DR0012954	MCFN01000160.1	1119636	1120197	C	3.6	0
ERVL	DR0012812	MCFN01000160.1	1136452	1136900	+	24.3	0
ERVL	DR0012935	MCFN01000160.1	1142419	1143118	+	29.9	0
ERVL	DR0012958	MCFN01000160.1	1159331	1159735	C	27.4	0
ERVL	DR0012974	MCFN01000160.1	1163428	1163809	+	23.8	0
ERVL	DR0012954	MCFN01000160.1	1169265	1169837	+	4.7	0
ERVL	DR0012958	MCFN01000160.1	1178214	1178417	C	24.1	0
ERVL	DR0012919	MCFN01000160.1	1182457	1183127	+	6.1	0
ERVL	DR0012936	MCFN01000160.1	1184490	1184541	+	11.5	0
ERVL	DR0012936	MCFN01000160.1	1184546	1184685	+	20.7	0
ERVL	DR0012827	MCFN01000160.1	1201436	1201863	C	7.8	0
ERVL	DR0012920	MCFN01000160.1	1210170	1210393	+	13.7	0
ERVL	DR0012936	MCFN01000160.1	1217123	1217638	+	16.4	0
ERVL	DR0012936	MCFN01000160.1	1219549	1220090	C	14.1	0
ERVL	DR0012935	MCFN01000160.1	1222531	1222922	C	16.7	0
ERVL	DR0012936	MCFN01000160.1	1227259	1227864	C	15.0	0
ERVL	DR0012897	MCFN01000160.1	1232879	1233592	C	13.8	0
ERVL	DR0012935	MCFN01000160.1	1238694	1238914	C	21.3	0
ERVL	DR0012958	MCFN01000160.1	1244953	1245255	C	21.4	0
ERVL	DR0012959	MCFN01000160.1	1261727	1262269	C	12.0	0
ERVL	DR0012908	MCFN01000160.1	1273083	1273488	C	2.5	0
ERVL	DR0012959	MCFN01000160.1	1273534	1273614	C	32.1	0
ERVL	DR0012908	MCFN01000160.1	1280442	1281012	C	9.0	0
ERV1	DR0012912	MCFN01000160.1	1282291	1282774	C	13.1	0
ERVL	DR0012861	MCFN01000160.1	1306858	1307433	+	9.1	0
ERVL	DR0012936	MCFN01000160.1	1314322	1314620	C	14.3	0
ERVL	DR0012923	MCFN01000160.1	1316328	1316865	+	20.8	0
ERVL	DR0012962	MCFN01000160.1	1330423	1332318	C	14.7	0
ERVL	DR0012936	MCFN01000160.1	1332319	1332729	+	13.3	0
ERVL	DR0012929	MCFN01000160.1	1332736	1333247	C	17.9	0
ERVL	DR0012981	MCFN01000160.1	1354435	1355001	+	9.4	0
ERV1	DR0012914	MCFN01000160.1	1364712	1364867	+	16.8	0
ERV1	DR0012914	MCFN01000160.1	1364885	1365065	+	14.9	0
ERVL	DR0012954	MCFN01000160.1	1385642	1386199	C	3.8	0
ERVL	DR0012929	MCFN01000160.1	1387131	1387659	+	15.8	0
ERVL	DR0012897	MCFN01000160.1	1388395	1388446	+	11.8	0
ERVL	DR0012897	MCFN01000160.1	1388450	1388739	+	13.1	0
ERVL	DR0012958	MCFN01000160.1	1406210	1406398	+	19.2	0
ERVL	DR0012929	MCFN01000160.1	1413448	1413948	+	17.0	0
ERVL	DR0012962	MCFN01000160.1	1414319	1414840	+	23.8	0
ERVL	DR0012962	MCFN01000160.1	1415317	1416916	+	21.0	0
ERVL	DR0012962	MCFN01000160.1	1416927	1418133	+	13.8	0
ERV1	DR0012879	MCFN01000160.1	1433473	1434512	C	4.4	0
ERVL	DR0012981	MCFN01000160.1	1436879	1437457	+	11.1	0
ERVL	DR0012897	MCFN01000160.1	1440814	1441133	C	15.2	0
ERVL	DR0012897	MCFN01000160.1	1441240	1441612	C	16.8	0
ERVL	DR0012981	MCFN01000160.1	1441614	1442189	+	13.8	0
ERVL	DR0012932	MCFN01000160.1	1442190	1442240	C	9.8	0
ERVL	DR0012974	MCFN01000160.1	1457103	1457599	C	26.6	0
ERVL	DR0012890	MCFN01000160.1	1478080	1478630	C	8.2	0
ERV1	DR0012912	MCFN01000160.1	1478825	1479305	+	11.4	0
ERV1	DR0012922	MCFN01000160.1	1484888	1485208	C	18.2	0
ERV1	DR0012992	MCFN01000160.1	1485210	1485437	+	11.1	0
ERV1	DR0012912	MCFN01000160.1	1485439	1485913	+	10.7	0
ERV1	DR0012992	MCFN01000160.1	1485914	1486263	+	12.8	0
ERV1	DR0012857	MCFN01000160.1	1489497	1490145	C	17.3	0
ERVL	DR0012929	MCFN01000160.1	1508293	1508498	C	17.5	0
ERVL	DR0012929	MCFN01000160.1	1508605	1509008	C	15.7	0
ERVL	DR0012824	MCFN01000160.1	1516724	1517222	C	6.7	0
ERVL	DR0012809	MCFN01000161.1	3881	4083	C	13.0	0
ERVL	DR0012943	MCFN01000161.1	24442	24812	+	16.1	0
ERVL	DR0012897	MCFN01000161.1	30322	31059	+	13.0	0
ERVL	DR0012958	MCFN01000161.1	39285	39590	C	21.0	0
ERVL	DR0012958	MCFN01000161.1	62555	63054	+	24.2	0
ERVL	DR0012935	MCFN01000161.1	82426	82708	+	22.0	0
ERVL	DR0012827	MCFN01000161.1	89149	89697	C	7.5	0
ERVL	DR0012991	MCFN01000161.1	89998	90315	+	18.6	0
ERVL	DR0012860	MCFN01000161.1	93733	94303	+	4.2	0
ERVL	DR0012935	MCFN01000161.1	113241	113804	+	22.8	0
ERVL	DR0012935	MCFN01000161.1	116132	116218	+	23.8	0
ERVL	DR0012935	MCFN01000161.1	163410	163833	C	26.9	0
ERVL	DR0012908	MCFN01000161.1	197304	197875	+	7.3	0
ERVL	DR0012929	MCFN01000161.1	226270	226825	+	14.8	0
ERVL	DR0012936	MCFN01000161.1	359708	360250	+	16.3	0
ERVL	DR0012936	MCFN01000161.1	381523	382084	+	13.5	0
ERVL	DR0012920	MCFN01000161.1	406352	406587	+	20.8	0
ERVL	DR0012827	MCFN01000161.1	407961	408536	+	9.4	0
ERVL	DR0012929	MCFN01000161.1	417487	418036	C	13.6	0
ERVL	DR0012848	MCFN01000161.1	431012	431114	+	14.2	0
ERVL	DR0012809	MCFN01000161.1	435204	435549	C	17.2	0
ERVL	DR0012935	MCFN01000161.1	447964	448474	+	32.8	0
ERVL	DR0012961	MCFN01000161.1	499186	499435	C	27.3	0
ERVL	DR0012958	MCFN01000161.1	509620	509878	C	23.5	0
ERVL	DR0012809	MCFN01000161.1	518348	518605	C	30.6	0
ERVL	DR0012929	MCFN01000161.1	530268	530805	+	16.7	0
ERVL	DR0012935	MCFN01000161.1	549264	549864	C	20.0	0
ERVL	DR0012936	MCFN01000161.1	554095	554177	+	12.9	0
ERVL	DR0012974	MCFN01000161.1	575702	576262	+	21.5	0
ERVL	DR0012929	MCFN01000161.1	608195	608283	C	18.6	0
ERVL	DR0012974	MCFN01000161.1	611348	611861	C	32.4	0
ERVL	DR0012929	MCFN01000161.1	637289	637811	C	14.0	0
ERVL	DR0012827	MCFN01000161.1	637962	638552	C	11.1	0
ERVL	DR0012929	MCFN01000161.1	644969	645454	C	18.6	0
ERVL	DR0012935	MCFN01000161.1	667232	667804	+	19.9	0
ERVL	DR0012897	MCFN01000161.1	680125	680866	+	13.3	0
ERVL	DR0012954	MCFN01000161.1	682854	683429	+	3.3	0
ERVL	DR0012890	MCFN01000161.1	696687	697252	C	8.5	0
ERVL	DR0012935	MCFN01000161.1	697572	697990	+	20.1	0
ERVL	DR0012958	MCFN01000161.1	717519	718385	+	27.0	0
ERVL	DR0012929	MCFN01000161.1	719552	720109	C	16.1	0
ERVL	DR0012936	MCFN01000161.1	735446	735993	C	10.2	0
ERVL	DR0012939	MCFN01000161.1	736545	736916	+	19.5	0
ERVL	DR0012823	MCFN01000161.1	763020	763582	+	10.2	0
ERVL	DR0012941	MCFN01000161.1	767677	767896	C	22.2	0
ERVL	DR0012850	MCFN01000161.1	786319	786654	+	2.1	0
ERVL	DR0012958	MCFN01000161.1	887847	888212	+	21.1	0
ERVL	DR0012958	MCFN01000161.1	888214	888327	+	20.6	0
ERVL	DR0012823	MCFN01000161.1	923733	924294	+	7.7	0
ERVL	DR0012958	MCFN01000161.1	957321	957403	+	25.9	0
ERV1	DR0012931	MCFN01000161.1	986683	986743	C	11.9	0
ERVL	DR0012942	MCFN01000161.1	995394	995763	C	9.7	0
ERVL	DR0012935	MCFN01000161.1	999409	999516	C	22.2	0
ERVL	DR0012935	MCFN01000161.1	1005750	1006264	C	27.5	0
ERVL	DR0012958	MCFN01000161.1	1015959	1016298	+	24.9	0
ERVL	DR0012936	MCFN01000161.1	1035449	1035983	+	11.9	0
ERVL	DR0012936	MCFN01000161.1	1044822	1045358	+	17.9	0
ERVL	DR0012936	MCFN01000161.1	1100743	1101111	C	13.5	0
ERVL	DR0012935	MCFN01000161.1	1108198	1108726	C	25.2	0
ERVL	DR0012954	MCFN01000161.1	1110970	1111408	+	2.5	0
ERVL	DR0012929	MCFN01000161.1	1133176	1133681	+	18.6	0
ERVL	DR0012936	MCFN01000161.1	1133855	1133965	+	10.1	0
ERVL	DR0012939	MCFN01000161.1	1141095	1141244	+	27.6	0
ERVL	DR0012848	MCFN01000161.1	1148033	1148613	C	18.5	0
ERVL	DR0012935	MCFN01000161.1	1162583	1163118	C	28.0	0
ERVL	DR0012954	MCFN01000161.1	1165903	1166078	C	2.8	0
ERVL	DR0012890	MCFN01000161.1	1167557	1168150	C	2.4	0
