family	Subfamily	chr	start	end	strand	percent_divergence	GA_edit_count
ERVL	TguLTR5d	NW_009200826.1	579	713	+	14.800	0
ERVL	TguLTR5d	NW_009200826.1	1038	1175	+	14.400	0
ERVL	TguLTR5d	NW_009200827.1	64767	64906	C	9.900	0
ERVL	TguLTR5d	NW_009200827.1	65030	65277	C	19.300	0
ERVL	TguLTR5d	NW_009200827.1	99590	99729	C	9.900	0
ERVL	TguLTR5d	NW_009200827.1	99859	100106	C	19.300	0
ERVL	TguLTR5d	NW_009200830.1	3497	3644	+	17.400	0
ERVL	TguLTR5d	NW_009200830.1	3709	3844	+	15.200	0
ERVL	TguLTR5e	NW_009200831.1	24796	25016	C	27.500	0
ERVL	TguLTR5e	NW_009200831.1	25051	25337	C	17.400	0
ERVL	TguLTR5e	NW_009200831.1	33647	33703	+	19.300	0
ERVL	TguLTR5d	NW_009200833.1	11076	11612	C	20.800	0
ERVL	TguLTR5d	NW_009200834.1	1020	1230	+	8.500	0
ERVL	TguLTR5d	NW_009200834.1	1359	1923	+	13.100	0
ERVL	TguLTR5d	NW_009200834.1	2814	3398	+	9.900	0
ERVL	TguLTR5e	NW_009200839.1	4432	4550	+	26.900	0
ERVL	TguLTR5e	NW_009200841.1	15824	15933	+	22.200	0
ERVL	TguLTR5d	NW_009200842.1	23049	23304	+	24.200	0
ERVL	TguLTR5d	NW_009200842.1	23542	23593	+	17.300	0
ERVL	TguLTR5d	NW_009200842.1	36646	36949	+	6.900	0
ERVL	TguLTR5e	NW_009200843.1	1724	1852	C	26.400	0
ERVL	TguLTR5e	NW_009200843.1	1856	1950	C	22.400	0
ERVL	TguLTR5d	NW_009200848.1	710	781	+	16.000	0
ERVL	TguLTR5d	NW_009200848.1	6857	7450	+	64.400	0
ERVL	TguLTR5d	NW_009200850.1	4382	4492	+	14.500	0
ERVL	TguLTR5d	NW_009200850.1	4510	4915	+	10.800	0
ERVL	TguLTR5e	NW_009200850.1	11175	11304	+	29.700	0
ERVL	TguLTR5d	NW_009200851.1	2721	2858	C	12.200	0
ERVL	TguLTR5d	NW_009200852.1	4766	5339	C	14.900	0
ERVL	TguLTR5d	NW_009200852.1	24672	25235	+	12.900	0
ERVL	TguLTR5d	NW_009200852.1	53319	53897	C	7.400	0
ERVL	TguLTR5d	NW_009200852.1	75925	76112	C	23.000	0
ERVL	TguLTR5d	NW_009200854.1	4544	4782	+	18.200	0
ERVL	TguLTR5e	NW_009200855.1	3864	3983	C	30.500	0
ERVL	TguLTR5d	NW_009200855.1	19531	20091	+	13.500	0
ERVL	TguLTR5d	NW_009200855.1	22911	23503	C	10.100	0
ERVL	TguLTR5e	NW_009200856.1	4884	4991	C	21.500	0
ERVL	TguLTR5d	NW_009200856.1	13291	13773	+	7.000	0
ERVL	TguLTR5d	NW_009200856.1	22251	22843	C	7.400	0
ERVL	TguLTR5d	NW_009200856.1	35117	35698	+	14.300	0
ERVL	TguLTR5e	NW_009200856.1	55781	55900	C	26.200	0
ERVL	TguLTR5e	NW_009200857.1	23039	23178	+	28.600	0
ERVL	TguLTR5d	NW_009200857.1	24015	24602	C	21.900	0
ERVL	TguLTR5d	NW_009200858.1	28802	29394	+	8.300	0
ERVL	TguLTR5d	NW_009200861.1	2431	2585	+	18.200	0
ERVL	TguLTR5e	NW_009200861.1	5095	5160	+	19.700	0
ERVL	TguLTR5e	NW_009200861.1	5305	5598	C	21.100	0
ERVL	TguLTR5d	NW_009200862.1	160764	161369	C	13.100	0
ERVL	TguLTR5d	NW_009200866.1	19670	20234	C	11.400	0
ERVL	TguLTR5d	NW_009200866.1	35616	35903	+	8.700	0
ERVL	TguLTR5e	NW_009200869.1	20701	20819	C	28.800	0
ERVL	TguLTR5d	NW_009200869.1	55565	55773	+	18.800	0
ERVL	TguLTR5d	NW_009200870.1	38677	38804	C	20.600	0
ERVL	TguLTR5d	NW_009200870.1	38934	39002	C	15.900	0
ERVL	TguLTR5d	NW_009200870.1	39065	39174	C	15.700	0
ERVL	TguLTR5d	NW_009200870.1	55493	56081	C	7.700	0
ERVL	TguLTR5d	NW_009200870.1	70782	71357	C	15.400	0
ERVL	TguLTR5e	NW_009200870.1	85447	85563	C	21.700	0
ERVL	TguLTR5d	NW_009200870.1	99744	99780	C	8.100	0
ERVL	TguLTR5d	NW_009200871.1	31883	32456	+	12.900	0
ERVL	TguLTR5d	NW_009200872.1	12443	12594	C	20.500	0
ERVL	TguLTR5d	NW_009200873.1	37214	37345	+	26.800	0
ERVL	TguLTR5d	NW_009200873.1	37576	37628	C	17.000	0
ERVL	TguLTR5d	NW_009200873.1	119902	120489	C	7.500	0
ERVL	TguLTR5d	NW_009200876.1	245	318	C	17.600	0
ERVL	TguLTR5e	NW_009200876.1	504	625	C	29.100	0
ERVL	TguLTR5d	NW_009200878.1	33942	34475	+	25.200	0
ERVL	TguLTR5d	NW_009200878.1	47751	48335	+	12.500	0
ERVL	TguLTR5e	NW_009200878.1	79996	80571	C	19.300	0
ERVL	TguLTR5d	NW_009200879.1	5832	6071	+	22.900	0
ERVL	TguLTR5d	NW_009200879.1	6202	6339	+	10.700	0
ERVL	TguLTR5e	NW_009200880.1	4258	4378	C	22.800	0
ERVL	TguLTR5d	NW_009200882.1	442	590	+	10.800	0
ERVL	TguLTR5e	NW_009200882.1	3724	3844	C	27.100	0
ERVL	TguLTR5d	NW_009200887.1	99187	99721	C	21.600	0
ERVL	TguLTR5d	NW_009200887.1	116620	117226	C	8.600	0
ERVL	TguLTR5d	NW_009200889.1	3535	4093	C	12.700	0
ERVL	TguLTR5e	NW_009200889.1	22808	23019	C	22.300	0
ERVL	TguLTR5e	NW_009200889.1	23046	23321	C	21.000	0
ERVL	TguLTR5d	NW_009200890.1	23608	23857	+	18.800	0
ERVL	TguLTR5d	NW_009200890.1	23975	24115	+	15.200	0
ERVL	TguLTR5d	NW_009200890.1	97435	97586	+	21.900	0
ERVL	TguLTR5d	NW_009200896.1	886	1112	+	22.800	0
ERVL	TguLTR5d	NW_009200896.1	1262	1359	+	22.900	0
ERVL	TguLTR5d	NW_009200896.1	15736	15881	C	17.900	0
ERVL	TguLTR5d	NW_009200896.1	16093	16359	C	20.300	0
ERVL	TguLTR5d	NW_009200899.1	17156	17727	C	15.400	0
ERVL	TguLTR5d	NW_009200900.1	21235	21819	+	13.000	0
ERVL	TguLTR5d	NW_009200900.1	24095	24342	+	18.900	0
ERVL	TguLTR5d	NW_009200900.1	24462	24614	+	14.000	0
ERVL	TguLTR5d	NW_009200900.1	51338	51926	C	16.200	0
ERVL	TguLTR5d	NW_009200902.1	8696	9261	C	13.500	0
ERVL	TguLTR5d	NW_009200902.1	11193	11420	+	20.400	0
ERVL	TguLTR5d	NW_009200902.1	11550	11689	+	13.700	0
ERVL	TguLTR5d	NW_009200903.1	3298	3590	+	18.100	0
ERVL	TguLTR5d	NW_009200903.1	3700	3806	+	14.900	0
ERVL	TguLTR5d	NW_009200904.1	5909	6173	C	18.600	0
ERVL	TguLTR5d	NW_009200904.1	8612	9144	+	21.400	0
ERVL	TguLTR5e	NW_009200904.1	16633	16709	C	15.800	0
ERVL	TguLTR5d	NW_009200904.1	22313	22451	C	10.600	0
ERVL	TguLTR5d	NW_009200904.1	22581	22828	C	21.900	0
ERVL	TguLTR5d	NW_009200904.1	38253	38847	+	12.500	0
ERVL	TguLTR5d	NW_009200904.1	48121	48679	+	24.300	0
ERVL	TguLTR5e	NW_009200904.1	54399	54578	+	16.800	0
ERVL	TguLTR5e	NW_009200904.1	54676	55065	+	18.800	0
ERVL	TguLTR5d	NW_009200904.1	72195	72442	+	19.300	0
ERVL	TguLTR5d	NW_009200904.1	72573	72712	+	12.300	0
ERVL	TguLTR5e	NW_009200904.1	73774	73885	C	18.900	0
ERVL	TguLTR5e	NW_009200904.1	73951	74244	C	14.900	0
ERVL	TguLTR5d	NW_009200905.1	27504	27751	+	20.000	0
ERVL	TguLTR5d	NW_009200905.1	27883	28017	+	9.200	0
ERVL	TguLTR5e	NW_009200908.1	2321	2897	+	21.100	0
ERVL	TguLTR5d	NW_009200908.1	7678	8283	C	8.400	0
ERVL	TguLTR5d	NW_009200908.1	11042	11630	C	12.300	0
ERVL	TguLTR5e	NW_009200909.1	53444	53713	+	21.100	0
ERVL	TguLTR5e	NW_009200909.1	53747	53991	+	26.200	0
ERVL	TguLTR5d	NW_009200914.1	1	488	C	23.200	0
ERVL	TguLTR5d	NW_009200916.1	11728	12239	C	17.600	0
ERVL	TguLTR5d	NW_009200918.1	8367	8945	+	13.200	0
ERVL	TguLTR5d	NW_009200919.1	14743	15317	+	13.900	0
ERVL	TguLTR5e	NW_009200919.1	19535	20098	C	24.100	0
ERVL	TguLTR5e	NW_009200921.1	12581	13094	C	22.700	0
ERVL	TguLTR5d	NW_009200923.1	48169	48763	+	9.600	0
ERVL	TguLTR5d	NW_009200923.1	53411	54012	+	7.700	0
ERVL	TguLTR5d	NW_009200925.1	8393	8990	+	12.500	0
ERVL	TguLTR5d	NW_009200925.1	20855	21092	+	18.400	0
ERVL	TguLTR5d	NW_009200925.1	21228	21386	+	18.200	0
ERVL	TguLTR5d	NW_009200926.1	20927	21173	+	19.800	0
ERVL	TguLTR5d	NW_009200926.1	21303	21439	+	11.400	0
ERVL	TguLTR5d	NW_009200926.1	56240	56771	+	18.400	0
ERVL	TguLTR5d	NW_009200929.1	11597	12194	C	11.100	0
ERVL	TguLTR5d	NW_009200929.1	13180	13425	+	19.200	0
ERVL	TguLTR5d	NW_009200929.1	13543	13680	+	12.200	0
ERVL	TguLTR5d	NW_009200929.1	17017	17510	C	24.900	0
ERVL	TguLTR5e	NW_009200931.1	17986	18506	+	28.000	0
ERVL	TguLTR5e	NW_009200933.1	326	395	+	20.000	0
ERVL	TguLTR5e	NW_009200934.1	1	90	+	23.300	0
ERVL	TguLTR5d	NW_009200934.1	390	978	+	10.400	0
ERVL	TguLTR5e	NW_009200936.1	43105	43223	C	22.700	0
ERVL	TguLTR5d	NW_009200937.1	1698	2238	+	23.800	0
ERVL	TguLTR5e	NW_009200940.1	32058	32477	+	18.200	0
ERVL	TguLTR5d	NW_009200940.1	46291	46871	C	24.400	0
ERVL	TguLTR5d	NW_009200940.1	64029	64599	+	12.600	0
ERVL	TguLTR5e	NW_009200940.1	96855	96969	C	19.800	0
ERVL	TguLTR5e	NW_009200940.1	101194	101314	+	20.700	0
ERVL	TguLTR5d	NW_009200940.1	124060	124665	C	24.600	0
ERVL	TguLTR5d	NW_009200940.1	144222	144279	C	10.300	0
ERVL	TguLTR5e	NW_009200942.1	5019	5128	+	15.700	0
ERVL	TguLTR5e	NW_009200942.1	5160	5241	+	19.500	0
ERVL	TguLTR5e	NW_009200942.1	5371	5519	+	13.700	0
ERVL	TguLTR5d	NW_009200942.1	12401	12540	C	14.200	0
ERVL	TguLTR5d	NW_009200942.1	12668	12910	C	21.300	0
ERVL	TguLTR5d	NW_009200943.1	27675	28221	+	20.800	0
ERVL	TguLTR5d	NW_009200945.1	64856	65430	+	11.800	0
ERVL	TguLTR5d	NW_009200947.1	4209	4462	+	22.900	0
ERVL	TguLTR5d	NW_009200947.1	4583	4706	+	27.600	0
ERVL	TguLTR5d	NW_009200949.1	15067	15664	+	7.200	0
ERVL	TguLTR5d	NW_009200950.1	54293	54854	C	25.200	0
ERVL	TguLTR5d	NW_009200950.1	57781	58331	+	23.000	0
ERVL	TguLTR5d	NW_009200950.1	66738	66829	C	18.700	0
ERVL	TguLTR5d	NW_009200951.1	215	360	C	12.600	0
ERVL	TguLTR5d	NW_009200951.1	479	726	C	20.100	0
ERVL	TguLTR5d	NW_009200951.1	77816	77953	C	22.200	0
ERVL	TguLTR5d	NW_009200951.1	78099	78346	C	16.200	0
ERVL	TguLTR5e	NW_009200953.1	5497	6063	+	21.500	0
ERVL	TguLTR5e	NW_009200953.1	9320	9442	C	20.500	0
ERVL	TguLTR5d	NW_009200956.1	181	366	C	20.400	0
ERVL	TguLTR5d	NW_009200956.1	33356	33939	C	9.900	0
ERVL	TguLTR5d	NW_009200964.1	71929	72171	+	19.000	0
ERVL	TguLTR5d	NW_009200964.1	72303	72439	+	15.200	0
ERVL	TguLTR5e	NW_009200966.1	14335	14467	C	26.800	0
ERVL	TguLTR5d	NW_009200967.1	344	591	+	19.700	0
ERVL	TguLTR5d	NW_009200967.1	722	855	+	10.000	0
ERVL	TguLTR5e	NW_009200967.1	32354	32565	C	26.900	0
ERVL	TguLTR5e	NW_009200967.1	32590	32871	C	16.300	0
ERVL	TguLTR5d	NW_009200968.1	14957	15430	C	25.900	0
ERVL	TguLTR5e	NW_009200969.1	6291	6412	+	26.200	0
ERVL	TguLTR5d	NW_009200969.1	21867	21955	+	9.100	0
ERVL	TguLTR5e	NW_009200970.1	27601	28160	+	17.500	0
ERVL	TguLTR5d	NW_009200970.1	29330	29810	+	11.900	0
ERVL	TguLTR5d	NW_009200970.1	33070	33636	+	7.900	0
ERVL	TguLTR5e	NW_009200970.1	34372	34912	+	17.500	0
ERVL	TguLTR5d	NW_009200970.1	48757	49334	+	6.800	0
ERVL	TguLTR5d	NW_009200970.1	49336	49410	C	10.700	0
ERVL	TguLTR5d	NW_009200972.1	13613	13666	C	7.400	0
ERVL	TguLTR5d	NW_009200973.1	12329	12907	C	8.000	0
ERVL	TguLTR5e	NW_009200973.1	84491	84605	C	25.400	0
ERVL	TguLTR5d	NW_009200975.1	36001	36046	C	19.600	0
ERVL	TguLTR5d	NW_009200975.1	36049	36168	C	27.500	0
ERVL	TguLTR5d	NW_009200977.1	46940	47303	C	23.600	0
ERVL	TguLTR5d	NW_009200978.1	11412	11551	C	18.700	0
ERVL	TguLTR5d	NW_009200978.1	11678	11930	C	19.500	0
ERVL	TguLTR5d	NW_009200981.1	1	85	+	14.100	0
ERVL	TguLTR5d	NW_009200984.1	8376	8666	C	7.600	0
ERVL	TguLTR5e	NW_009200984.1	30731	30850	C	21.000	0
ERVL	TguLTR5d	NW_009200986.1	34127	34717	+	10.800	0
ERVL	TguLTR5d	NW_009200990.1	34367	34560	C	11.900	0
ERVL	TguLTR5e	NW_009200991.1	41893	42441	+	18.500	0
ERVL	TguLTR5d	NW_009200995.1	6486	6759	+	18.900	0
ERVL	TguLTR5d	NW_009200995.1	6884	7013	+	14.100	0
ERVL	TguLTR5d	NW_009200996.1	4426	4666	+	22.100	0
ERVL	TguLTR5d	NW_009200996.1	4791	4925	+	14.900	0
ERVL	TguLTR5d	NW_009200998.1	18930	19514	C	8.700	0
ERVL	TguLTR5d	NW_009200999.1	55	649	C	6.900	0
ERVL	TguLTR5d	NW_009201000.1	5471	6030	C	24.100	0
ERVL	TguLTR5d	NW_009201000.1	10128	10702	+	13.000	0
ERVL	TguLTR5d	NW_009201000.1	14398	14959	C	24.400	0
ERVL	TguLTR5e	NW_009201000.1	21885	22017	+	30.800	0
ERVL	TguLTR5d	NW_009201001.1	604	748	C	18.400	0
ERVL	TguLTR5d	NW_009201001.1	843	1114	C	17.700	0
ERVL	TguLTR5d	NW_009201007.1	14010	14472	+	7.600	0
ERVL	TguLTR5d	NW_009201009.1	2177	2368	+	17.000	0
ERVL	TguLTR5d	NW_009201009.1	2621	2712	+	15.200	0
ERVL	TguLTR5d	NW_009201010.1	12496	13066	+	26.100	0
ERVL	TguLTR5d	NW_009201011.1	27273	27848	C	14.800	0
ERVL	TguLTR5d	NW_009201014.1	246	481	+	21.900	0
ERVL	TguLTR5d	NW_009201014.1	604	741	+	12.900	0
ERVL	TguLTR5d	NW_009201018.1	19104	19638	C	19.600	0
ERVL	TguLTR5d	NW_009201020.1	25472	26036	+	13.400	0
ERVL	TguLTR5d	NW_009201020.1	26189	26770	+	13.200	0
ERVL	TguLTR5d	NW_009201021.1	1	138	C	18.800	0
ERVL	TguLTR5d	NW_009201021.1	252	538	C	22.700	0
ERVL	TguLTR5d	NW_009201023.1	7551	8115	C	27.900	0
ERVL	TguLTR5d	NW_009201025.1	31512	31621	+	18.300	0
ERVL	TguLTR5d	NW_009201025.1	31908	32012	+	16.400	0
ERVL	TguLTR5e	NW_009201027.1	12932	13196	C	24.900	0
ERVL	TguLTR5d	NW_009201027.1	15069	15652	+	11.200	0
ERVL	TguLTR5d	NW_009201030.1	2397	2452	C	15.700	0
ERVL	TguLTR5d	NW_009201031.1	1	128	C	17.300	0
ERVL	TguLTR5d	NW_009201031.1	72198	72733	+	44.500	0
ERVL	TguLTR5d	NW_009201031.1	105777	106351	C	12.900	0
ERVL	TguLTR5e	NW_009201032.1	7234	7815	C	18.400	0
ERVL	TguLTR5d	NW_009201036.1	18	155	+	16.800	0
ERVL	TguLTR5d	NW_009201040.1	36418	36876	+	12.300	0
ERVL	TguLTR5d	NW_009201040.1	37605	37713	+	13.000	0
ERVL	TguLTR5d	NW_009201043.1	20433	20559	C	13.500	0
ERVL	TguLTR5d	NW_009201043.1	20689	20936	C	18.500	0
ERVL	TguLTR5d	NW_009201043.1	28301	28565	+	19.300	0
ERVL	TguLTR5d	NW_009201047.1	66	149	+	19.100	0
ERVL	TguLTR5d	NW_009201047.1	280	416	+	10.700	0
ERVL	TguLTR5d	NW_009201047.1	7234	7348	C	13.000	0
ERVL	TguLTR5d	NW_009201047.1	22358	22941	+	12.900	0
ERVL	TguLTR5d	NW_009201048.1	26729	27318	C	10.200	0
ERVL	TguLTR5d	NW_009201048.1	61818	62413	+	9.400	0
ERVL	TguLTR5d	NW_009201048.1	120954	121549	C	7.100	0
ERVL	TguLTR5d	NW_009201050.1	476	1044	+	11.300	0
ERVL	TguLTR5d	NW_009201054.1	50463	50870	+	9.600	0
ERVL	TguLTR5d	NW_009201056.1	447	1050	C	7.500	0
ERVL	TguLTR5d	NW_009201058.1	348	893	+	17.500	0
ERVL	TguLTR5d	NW_009201058.1	47747	48153	+	8.100	0
ERVL	TguLTR5d	NW_009201058.1	48154	48214	+	18.000	0
ERVL	TguLTR5e	NW_009201064.1	21867	21994	+	22.600	0
ERVL	TguLTR5e	NW_009201064.1	60697	61260	+	24.800	0
ERVL	TguLTR5d	NW_009201065.1	43106	43703	C	23.800	0
ERVL	TguLTR5e	NW_009201066.1	14847	14966	C	25.800	0
ERVL	TguLTR5e	NW_009201066.1	22339	22504	C	19.300	0
ERVL	TguLTR5e	NW_009201067.1	3168	3287	+	22.700	0
ERVL	TguLTR5d	NW_009201069.1	6709	6998	+	17.000	0
ERVL	TguLTR5d	NW_009201069.1	7488	7584	+	13.400	0
ERVL	TguLTR5d	NW_009201069.1	7705	7852	+	16.400	0
ERVL	TguLTR5d	NW_009201069.1	8003	8144	+	19.500	0
ERVL	TguLTR5d	NW_009201069.1	38934	39036	C	15.300	0
ERVL	TguLTR5d	NW_009201072.1	1586	1874	+	20.800	0
ERVL	TguLTR5d	NW_009201080.1	19316	19851	C	21.900	0
ERVL	TguLTR5e	NW_009201080.1	34665	34777	C	28.300	0
ERVL	TguLTR5d	NW_009201081.1	33278	33872	C	8.200	0
ERVL	TguLTR5d	NW_009201084.1	71	359	C	17.000	0
ERVL	TguLTR5d	NW_009201086.1	37113	37687	+	12.500	0
ERVL	TguLTR5d	NW_009201086.1	38735	38981	+	19.900	0
ERVL	TguLTR5d	NW_009201086.1	39115	39251	+	10.700	0
ERVL	TguLTR5d	NW_009201088.1	4610	5190	+	14.100	0
ERVL	TguLTR5d	NW_009201090.1	6297	6434	+	11.700	0
ERVL	TguLTR5e	NW_009201090.1	27797	27880	+	24.100	0
ERVL	TguLTR5d	NW_009201090.1	30119	30566	C	12.300	0
ERVL	TguLTR5e	NW_009201092.1	6706	7242	+	21.000	0
ERVL	TguLTR5d	NW_009201094.1	427	697	+	24.000	0
ERVL	TguLTR5d	NW_009201094.1	785	930	+	16.200	0
ERVL	TguLTR5e	NW_009201094.1	5113	5226	+	19.600	0
ERVL	TguLTR5d	NW_009201094.1	6798	6919	C	5.200	0
ERVL	TguLTR5d	NW_009201094.1	7050	7293	C	19.600	0
ERVL	TguLTR5d	NW_009201094.1	10642	11175	C	26.000	0
ERVL	TguLTR5d	NW_009201094.1	11392	11528	C	15.400	0
ERVL	TguLTR5d	NW_009201094.1	11668	11942	C	56.500	0
ERVL	TguLTR5e	NW_009201098.1	657	729	+	25.000	0
ERVL	TguLTR5d	NW_009201101.1	18857	19436	+	8.300	0
ERVL	TguLTR5d	NW_009201102.1	8311	8928	C	13.400	0
ERVL	TguLTR5e	NW_009201102.1	62320	62451	C	32.600	0
ERVL	TguLTR5d	NW_009201105.1	5746	6318	+	14.300	11
ERVL	TguLTR5e	NW_009201106.1	508	622	+	19.400	0
ERVL	TguLTR5d	NW_009201107.1	4608	4751	C	13.500	0
ERVL	TguLTR5d	NW_009201107.1	4777	4852	C	23.200	0
ERVL	TguLTR5d	NW_009201107.1	4872	5132	C	16.900	0
ERVL	TguLTR5d	NW_009201107.1	48531	48607	C	9.200	0
ERVL	TguLTR5d	NW_009201107.1	48737	48983	C	19.200	0
ERVL	TguLTR5d	NW_009201108.1	6662	6925	+	18.600	0
ERVL	TguLTR5d	NW_009201108.1	7061	7209	+	9.700	0
ERVL	TguLTR5d	NW_009201110.1	3401	3977	+	4.900	0
ERVL	TguLTR5e	NW_009201113.1	12791	12904	C	22.300	0
ERVL	TguLTR5d	NW_009201114.1	28607	28877	+	18.500	0
ERVL	TguLTR5d	NW_009201114.1	29015	29155	+	14.600	0
ERVL	TguLTR5e	NW_009201116.1	15799	15919	C	24.200	0
ERVL	TguLTR5d	NW_009201119.1	16381	16548	C	13.100	0
ERVL	TguLTR5d	NW_009201119.1	16648	16729	C	17.300	0
ERVL	TguLTR5d	NW_009201119.1	16762	16871	C	14.800	0
ERVL	TguLTR5d	NW_009201119.1	17965	18015	+	8.000	0
ERVL	TguLTR5d	NW_009201121.1	125529	126104	C	9.000	0
ERVL	TguLTR5d	NW_009201123.1	19169	19415	+	19.400	0
ERVL	TguLTR5d	NW_009201123.1	19539	19682	+	11.400	0
ERVL	TguLTR5d	NW_009201123.1	80444	80580	+	26.500	0
ERVL	TguLTR5d	NW_009201123.1	80718	80834	+	17.400	0
ERVL	TguLTR5d	NW_009201124.1	2843	2951	C	17.900	0
ERVL	TguLTR5e	NW_009201126.1	1304	1853	C	27.000	0
ERVL	TguLTR5d	NW_009201127.1	39979	40552	+	11.700	0
ERVL	TguLTR5d	NW_009201128.1	21990	22531	+	21.900	0
ERVL	TguLTR5d	NW_009201129.1	10097	10462	+	18.700	0
ERVL	TguLTR5d	NW_009201129.1	10492	10654	+	21.800	0
ERVL	TguLTR5d	NW_009201129.1	35506	35648	C	12.300	0
ERVL	TguLTR5d	NW_009201129.1	35779	36026	C	18.900	0
ERVL	TguLTR5d	NW_009201129.1	48385	48449	C	11.500	0
ERVL	TguLTR5d	NW_009201129.1	48455	48504	C	18.000	0
ERVL	TguLTR5d	NW_009201131.1	4119	4254	C	13.700	0
ERVL	TguLTR5d	NW_009201131.1	4384	4631	C	19.200	0
ERVL	TguLTR5d	NW_009201134.1	12191	12465	+	16.800	0
ERVL	TguLTR5d	NW_009201134.1	12551	12642	+	19.100	0
ERVL	TguLTR5d	NW_009201135.1	42733	43301	+	13.800	0
ERVL	TguLTR5d	NW_009201136.1	95	346	C	17.200	0
ERVL	TguLTR5d	NW_009201140.1	19245	19813	+	12.000	0
ERVL	TguLTR5e	NW_009201143.1	55195	55730	+	28.000	0
ERVL	TguLTR5d	NW_009201143.1	69412	69635	C	18.400	0
ERVL	TguLTR5d	NW_009201143.1	69648	69922	C	14.900	0
ERVL	TguLTR5d	NW_009201144.1	10267	10853	C	11.600	0
ERVL	TguLTR5d	NW_009201145.1	13947	14551	+	11.300	0
ERVL	TguLTR5e	NW_009201145.1	15915	16543	C	21.200	0
ERVL	TguLTR5d	NW_009201153.1	4838	4921	C	15.900	0
ERVL	TguLTR5e	NW_009201161.1	4052	4248	+	25.000	0
ERVL	TguLTR5d	NW_009201166.1	13086	13674	C	41.100	0
ERVL	TguLTR5d	NW_009201166.1	18581	19141	C	8.600	0
ERVL	TguLTR5d	NW_009201171.1	4214	4690	C	23.700	0
ERVL	TguLTR5e	NW_009201171.1	10373	10508	C	25.600	0
ERVL	TguLTR5d	NW_009201171.1	21635	21778	C	15.000	0
ERVL	TguLTR5d	NW_009201171.1	21879	22164	C	18.900	0
ERVL	TguLTR5d	NW_009201171.1	62429	62667	+	19.200	0
ERVL	TguLTR5d	NW_009201171.1	62801	62950	+	12.300	0
ERVL	TguLTR5e	NW_009201172.1	4646	4923	C	16.400	0
ERVL	TguLTR5d	NW_009201177.1	60045	60269	+	28.600	0
ERVL	TguLTR5d	NW_009201177.1	60391	60510	+	17.300	0
ERVL	TguLTR5d	NW_009201182.1	14632	15213	+	9.100	0
ERVL	TguLTR5d	NW_009201186.1	5582	6163	C	26.600	0
ERVL	TguLTR5d	NW_009201187.1	1042	1139	C	10.800	0
ERVL	TguLTR5d	NW_009201187.1	1141	1298	C	13.300	0
ERVL	TguLTR5d	NW_009201187.1	1301	1471	+	9.700	0
ERVL	TguLTR5d	NW_009201189.1	10369	10961	C	7.800	0
ERVL	TguLTR5d	NW_009201189.1	48133	48726	+	10.200	0
ERVL	TguLTR5e	NW_009201190.1	45700	45819	C	27.700	0
ERVL	TguLTR5d	NW_009201208.1	2579	3201	+	10.600	0
ERVL	TguLTR5d	NW_009201217.1	120	227	+	16.900	0
ERVL	TguLTR5d	NW_009201217.1	286	378	+	17.000	0
ERVL	TguLTR5d	NW_009201217.1	500	645	+	13.000	0
ERVL	TguLTR5e	NW_009201217.1	10671	11210	C	25.100	0
ERVL	TguLTR5d	NW_009201217.1	16223	16459	+	21.200	0
ERVL	TguLTR5d	NW_009201217.1	16589	16733	+	16.800	0
ERVL	TguLTR5d	NW_009201219.1	12087	12684	+	7.100	0
ERVL	TguLTR5d	NW_009201227.1	10785	10924	+	13.900	0
ERVL	TguLTR5d	NW_009201227.1	10962	11048	+	19.800	0
ERVL	TguLTR5d	NW_009201227.1	11178	11316	+	9.900	0
ERVL	TguLTR5d	NW_009201227.1	23596	23730	C	12.900	0
ERVL	TguLTR5d	NW_009201227.1	23860	24107	C	20.100	0
ERVL	TguLTR5e	NW_009201227.1	31683	31795	C	33.300	0
ERVL	TguLTR5d	NW_009201230.1	1982	2229	+	19.400	0
ERVL	TguLTR5d	NW_009201230.1	2357	2494	+	10.700	0
ERVL	TguLTR5d	NW_009201231.1	7859	8447	+	8.000	0
ERVL	TguLTR5e	NW_009201231.1	32369	32513	+	11.700	0
ERVL	TguLTR5d	NW_009201237.1	496	704	C	17.300	0
ERVL	TguLTR5e	NW_009201240.1	21608	21834	C	27.500	0
ERVL	TguLTR5e	NW_009201240.1	21861	22129	C	21.900	0
ERVL	TguLTR5d	NW_009201246.1	1	444	C	13.200	0
ERVL	TguLTR5d	NW_009201252.1	4182	4333	C	15.300	0
ERVL	TguLTR5d	NW_009201252.1	4444	4712	C	24.700	0
ERVL	TguLTR5d	NW_009201252.1	12145	12279	C	14.400	0
ERVL	TguLTR5d	NW_009201252.1	12409	12657	C	21.500	0
ERVL	TguLTR5d	NW_009201255.1	18059	18232	+	18.100	0
ERVL	TguLTR5d	NW_009201255.1	18338	18489	+	11.700	0
ERVL	TguLTR5d	NW_009201260.1	21316	21453	C	10.700	0
ERVL	TguLTR5d	NW_009201260.1	21567	21804	C	20.700	0
ERVL	TguLTR5d	NW_009201261.1	11603	11846	+	21.600	0
ERVL	TguLTR5d	NW_009201261.1	12008	12149	+	11.700	0
ERVL	TguLTR5e	NW_009201270.1	19930	20061	C	29.500	0
ERVL	TguLTR5d	NW_009201272.1	38227	38846	C	8.700	0
ERVL	TguLTR5d	NW_009201274.1	6071	6371	+	9.700	0
ERVL	TguLTR5d	NW_009201275.1	11510	12104	C	8.900	0
