family	Subfamily	chr	start	end	strand	percent_divergence	GA_edit_count
ERVL	TguLTR5d	NW_009647032.1	1057689	1057820	C	27.300	0
ERVL	TguLTR5e	NW_009647032.1	1090378	1090466	C	19.300	0
ERVL	TguLTR5e	NW_009647032.1	1110252	1110332	+	23.100	0
ERVL	TguLTR5e	NW_009647032.1	1133269	1133346	+	15.600	0
ERVL	TguLTR5e	NW_009647032.1	1146692	1147092	+	25.300	0
ERVL	TguLTR5d	NW_009647032.1	1171468	1171722	C	20.100	0
ERVL	TguLTR5d	NW_009647032.1	1186657	1186777	C	22.000	0
ERVL	TguLTR5d	NW_009647032.1	1193092	1193212	C	24.300	0
ERVL	TguLTR5d	NW_009647032.1	1244613	1244746	+	19.100	0
ERVL	TguLTR5e	NW_009647032.1	1350592	1350680	+	14.800	0
ERVL	TguLTR5d	NW_009647032.1	1463629	1463751	C	23.600	0
ERVL	TguLTR5d	NW_009647032.1	1510012	1510131	+	28.300	0
ERVL	TguLTR5e	NW_009647032.1	1511263	1511356	+	19.600	0
ERVL	TguLTR5d	NW_009647032.1	1533268	1533399	C	27.300	0
ERVL	TguLTR5d	NW_009647032.1	1537452	1537583	C	28.000	0
ERVL	TguLTR5d	NW_009647032.1	1578324	1578556	+	27.100	0
ERVL	TguLTR5d	NW_009647032.1	1578740	1578892	+	19.600	0
ERVL	TguLTR5d	NW_009647032.1	1666387	1666518	C	24.400	0
ERVL	TguLTR5d	NW_009647032.1	1672808	1672939	C	28.000	0
ERVL	TguLTR5e	NW_009647032.1	1680589	1680710	C	25.800	0
ERVL	TguLTR5e	NW_009647032.1	1690576	1690712	+	16.200	0
ERVL	TguLTR5e	NW_009647032.1	1690741	1690978	+	23.600	0
ERVL	TguLTR5e	NW_009647032.1	1725201	1725741	+	22.600	0
ERVL	TguLTR5e	NW_009647032.1	1742391	1742776	+	28.200	0
ERVL	TguLTR5d	NW_009647032.1	1744856	1744947	+	13.300	0
ERVL	TguLTR5d	NW_009647032.1	1747225	1747357	C	24.800	0
ERVL	TguLTR5e	NW_009647032.1	1793519	1793618	C	19.600	0
ERVL	TguLTR5d	NW_009647032.1	1903486	1903814	C	23.500	0
ERVL	TguLTR5e	NW_009647032.1	1917846	1917949	C	23.300	0
ERVL	TguLTR5d	NW_009647032.1	2085375	2085901	+	20.800	0
ERVL	TguLTR5d	NW_009647032.1	2132974	2133101	C	26.700	0
ERVL	TguLTR5d	NW_009647032.1	2172371	2172930	+	16.400	0
ERVL	TguLTR5d	NW_009647032.1	2194337	2194472	+	15.000	0
ERVL	TguLTR5d	NW_009647032.1	2200498	2200633	+	15.000	0
ERVL	TguLTR5e	NW_009647032.1	2217885	2217974	C	18.000	0
ERVL	TguLTR5d	NW_009647032.1	2252387	2252775	C	23.700	0
ERVL	TguLTR5d	NW_009647032.1	2321507	2321638	+	24.200	0
ERVL	TguLTR5d	NW_009647032.1	2347472	2347604	C	25.000	0
ERVL	TguLTR5d	NW_009647032.1	2463811	2463950	C	24.100	0
ERVL	TguLTR5d	NW_009647032.1	2469530	2469667	C	19.200	0
ERVL	TguLTR5d	NW_009647032.1	2489543	2489674	+	24.400	0
ERVL	TguLTR5d	NW_009647032.1	2516017	2516153	C	18.600	0
ERVL	TguLTR5d	NW_009647033.1	52050	52591	C	15.500	0
ERVL	TguLTR5d	NW_009647033.1	55298	55872	+	16.600	0
ERVL	TguLTR5e	NW_009647033.1	130398	130489	C	16.500	0
ERVL	TguLTR5d	NW_009647033.1	135808	136383	C	17.600	0
ERVL	TguLTR5d	NW_009647033.1	303022	303153	+	25.800	0
ERVL	TguLTR5d	NW_009647033.1	357200	357331	C	24.000	0
ERVL	TguLTR5d	NW_009647033.1	375636	376221	C	15.600	0
ERVL	TguLTR5e	NW_009647033.1	458392	458932	+	23.800	0
ERVL	TguLTR5d	NW_009647033.1	488352	488485	C	18.300	0
ERVL	TguLTR5e	NW_009647033.1	533008	533107	+	18.200	0
ERVL	TguLTR5d	NW_009647033.1	533774	533859	+	23.300	0
ERVL	TguLTR5d	NW_009647033.1	533987	534125	+	19.100	0
ERVL	TguLTR5d	NW_009647033.1	588057	588188	C	25.800	0
ERVL	TguLTR5e	NW_009647033.1	660477	660575	C	17.700	0
ERVL	TguLTR5e	NW_009647033.1	678073	678247	+	28.000	0
ERVL	TguLTR5e	NW_009647033.1	737501	737700	C	26.600	0
ERVL	TguLTR5e	NW_009647033.1	737737	738007	C	21.500	0
ERVL	TguLTR5e	NW_009647033.1	745345	745452	+	17.100	0
ERVL	TguLTR5d	NW_009647033.1	759119	759705	C	13.400	0
ERVL	TguLTR5e	NW_009647035.1	117	171	+	9.100	0
ERVL	TguLTR5d	NW_009647035.1	10921	11101	+	28.100	0
ERVL	TguLTR5d	NW_009647035.1	25670	25728	C	18.600	0
ERVL	TguLTR5d	NW_009647035.1	25742	26182	C	14.600	0
ERVL	TguLTR5e	NW_009647035.1	27840	27918	+	14.100	0
ERVL	TguLTR5d	NW_009647035.1	29015	29130	C	19.100	0
ERVL	TguLTR5e	NW_009647035.1	40430	40704	C	18.000	0
ERVL	TguLTR5e	NW_009647035.1	40705	40825	C	29.200	0
ERVL	TguLTR5e	NW_009647035.1	41109	41192	+	14.400	0
ERVL	TguLTR5e	NW_009647035.1	42447	42594	C	17.500	0
ERVL	TguLTR5e	NW_009647035.1	42647	42915	C	16.200	0
ERVL	TguLTR5d	NW_009647043.1	2518	2642	C	18.000	0
ERVL	TguLTR5d	NW_009647043.1	5382	5597	C	23.400	0
ERVL	TguLTR5e	NW_009647046.1	43347	43435	C	18.200	0
ERVL	TguLTR5e	NW_009647046.1	47826	47913	C	18.400	0
ERVL	TguLTR5e	NW_009647046.1	49484	49571	+	18.600	0
ERVL	TguLTR5e	NW_009647046.1	191624	191745	C	25.000	0
ERVL	TguLTR5e	NW_009647046.1	192970	193058	+	16.100	0
ERVL	TguLTR5d	NW_009647046.1	251686	252273	+	12.800	0
ERVL	TguLTR5d	NW_009647046.1	275382	275953	+	17.500	0
ERVL	TguLTR5e	NW_009647046.1	284637	284727	C	17.800	0
ERVL	TguLTR5d	NW_009647046.1	338646	339231	C	16.100	0
ERVL	TguLTR5e	NW_009647046.1	361067	361162	C	19.400	0
ERVL	TguLTR5e	NW_009647046.1	437969	438071	C	17.800	0
ERVL	TguLTR5e	NW_009647046.1	443743	443859	C	21.700	0
ERVL	TguLTR5e	NW_009647046.1	1464006	1464135	C	27.900	0
ERVL	TguLTR5e	NW_009647046.1	1905958	1906499	C	18.900	0
ERVL	TguLTR5e	NW_009647046.1	1999597	1999687	C	23.300	0
ERVL	TguLTR5d	NW_009647046.1	2008790	2008914	C	18.400	0
ERVL	TguLTR5d	NW_009647046.1	2008953	2009388	C	18.400	0
ERVL	TguLTR5e	NW_009647046.1	2052185	2052272	C	15.100	0
ERVL	TguLTR5d	NW_009647046.1	2066073	2066235	C	16.600	0
ERVL	TguLTR5e	NW_009647046.1	2073042	2073142	+	19.000	0
ERVL	TguLTR5e	NW_009647046.1	2091896	2092372	C	22.200	0
ERVL	TguLTR5e	NW_009647046.1	2271385	2271475	+	20.000	0
ERVL	TguLTR5e	NW_009647046.1	2328399	2328486	C	20.700	0
ERVL	TguLTR5e	NW_009647046.1	2391726	2391813	+	17.200	0
ERVL	TguLTR5e	NW_009647046.1	2941080	2941159	C	27.500	0
ERVL	TguLTR5d	NW_009647046.1	3442683	3443273	+	17.600	0
ERVL	TguLTR5e	NW_009647046.1	3912971	3913091	+	24.200	0
ERVL	TguLTR5d	NW_009647046.1	4077408	4078002	C	17.000	0
ERVL	TguLTR5e	NW_009647046.1	4106851	4107382	C	21.900	0
ERVL	TguLTR5e	NW_009647046.1	4578743	4578864	+	27.300	0
ERVL	TguLTR5d	NW_009647046.1	4580755	4581318	C	18.300	0
ERVL	TguLTR5d	NW_009647046.1	4667651	4668182	C	24.000	0
ERVL	TguLTR5e	NW_009647046.1	4738017	4738576	+	17.900	0
ERVL	TguLTR5d	NW_009647046.1	5053968	5054544	C	13.900	0
ERVL	TguLTR5e	NW_009647046.1	5136803	5136887	+	14.400	0
ERVL	TguLTR5d	NW_009647050.1	105514	105636	C	13.000	0
ERVL	TguLTR5d	NW_009647050.1	146062	146205	+	21.300	0
ERVL	TguLTR5e	NW_009647050.1	404003	404093	+	15.500	0
ERVL	TguLTR5e	NW_009647050.1	428512	428632	+	24.200	0
ERVL	TguLTR5d	NW_009647052.1	181000	181133	C	19.800	0
ERVL	TguLTR5e	NW_009647052.1	289212	289296	+	27.700	0
ERVL	TguLTR5d	NW_009647052.1	473253	473744	C	20.900	0
ERVL	TguLTR5e	NW_009647052.1	565284	565354	C	11.600	0
ERVL	TguLTR5e	NW_009647052.1	672292	672849	C	23.100	0
ERVL	TguLTR5e	NW_009647052.1	740510	740607	+	21.600	0
ERVL	TguLTR5d	NW_009647052.1	755617	756195	+	17.600	0
ERVL	TguLTR5e	NW_009647052.1	794334	794450	+	27.800	0
ERVL	TguLTR5d	NW_009647052.1	805924	806504	C	17.200	0
ERVL	TguLTR5e	NW_009647052.1	875859	875949	C	15.500	0
ERVL	TguLTR5e	NW_009647052.1	982327	982447	+	24.200	0
ERVL	TguLTR5e	NW_009647052.1	1046956	1047043	+	16.100	0
ERVL	TguLTR5d	NW_009647052.1	1103364	1103412	+	4.100	0
ERVL	TguLTR5e	NW_009647052.1	1178425	1178692	+	19.200	0
ERVL	TguLTR5e	NW_009647052.1	1178709	1178936	+	25.600	0
ERVL	TguLTR5d	NW_009647052.1	1229660	1230226	+	18.200	0
ERVL	TguLTR5e	NW_009647052.1	1269721	1269813	C	17.400	0
ERVL	TguLTR5d	NW_009647052.1	1280125	1280250	C	18.300	0
ERVL	TguLTR5e	NW_009647052.1	1312070	1312157	C	16.100	0
ERVL	TguLTR5e	NW_009647052.1	1522427	1522514	+	17.200	0
ERVL	TguLTR5e	NW_009647052.1	1577660	1577747	+	16.100	0
ERVL	TguLTR5e	NW_009647052.1	1644355	1644447	+	20.600	0
ERVL	TguLTR5d	NW_009647052.1	1812136	1812217	C	13.600	0
ERVL	TguLTR5d	NW_009647052.1	1920835	1921385	+	24.200	0
ERVL	TguLTR5d	NW_009647053.1	15096	15663	+	14.200	0
ERVL	TguLTR5d	NW_009647056.1	1	78	C	11.500	0
ERVL	TguLTR5d	NW_009647056.1	8963	9064	+	20.900	0
ERVL	TguLTR5e	NW_009647060.1	2759	2833	+	17.600	0
ERVL	TguLTR5d	NW_009647060.1	3567	3711	C	21.300	0
ERVL	TguLTR5d	NW_009647060.1	8649	8805	C	18.600	0
ERVL	TguLTR5e	NW_009647060.1	14690	14806	+	24.300	0
ERVL	TguLTR5d	NW_009647060.1	23902	24441	+	26.000	0
ERVL	TguLTR5d	NW_009647064.1	34800	34887	+	16.100	0
ERVL	TguLTR5e	NW_009647064.1	88914	89228	C	17.200	0
ERVL	TguLTR5d	NW_009647065.1	1411	1702	+	14.700	0
ERVL	TguLTR5d	NW_009647065.1	5604	5736	C	25.000	0
ERVL	TguLTR5d	NW_009647065.1	12919	13045	+	24.100	0
ERVL	TguLTR5e	NW_009647065.1	30681	30988	+	16.000	0
ERVL	TguLTR5e	NW_009647065.1	31078	31179	+	16.400	0
ERVL	TguLTR5e	NW_009647067.1	4154	4541	C	20.200	0
ERVL	TguLTR5e	NW_009647067.1	4819	4895	+	14.700	0
ERVL	TguLTR5e	NW_009647067.1	5228	5391	C	17.800	0
ERVL	TguLTR5e	NW_009647067.1	5740	5832	+	20.600	0
ERVL	TguLTR5d	NW_009647070.1	414	781	+	23.300	0
ERVL	TguLTR5e	NW_009647073.1	3459	3556	C	21.600	0
ERVL	TguLTR5d	NW_009647075.1	917	1044	+	26.600	0
ERVL	TguLTR5d	NW_009647075.1	7101	7232	+	28.000	0
ERVL	TguLTR5d	NW_009647080.1	781143	781292	C	26.200	0
ERVL	TguLTR5d	NW_009647080.1	824993	825481	+	18.500	0
ERVL	TguLTR5d	NW_009647080.1	837707	838292	+	20.900	0
ERVL	TguLTR5d	NW_009647080.1	896474	896949	C	14.100	0
ERVL	TguLTR5e	NW_009647080.1	962135	962226	+	14.800	0
ERVL	TguLTR5d	NW_009647080.1	1158145	1158277	+	30.100	0
ERVL	TguLTR5d	NW_009647080.1	1220726	1221291	+	27.900	0
ERVL	TguLTR5d	NW_009647080.1	1323241	1323818	C	17.700	0
ERVL	TguLTR5d	NW_009647080.1	1412272	1412323	C	19.200	0
ERVL	TguLTR5d	NW_009647080.1	1413130	1413264	C	23.900	0
ERVL	TguLTR5d	NW_009647080.1	1452021	1452595	C	15.800	0
ERVL	TguLTR5e	NW_009647080.1	1781320	1781553	C	27.600	0
ERVL	TguLTR5e	NW_009647080.1	1781571	1781858	C	17.700	0
ERVL	TguLTR5d	NW_009647080.1	1783327	1783377	C	20.200	0
ERVL	TguLTR5d	NW_009647080.1	1783401	1783462	C	20.200	0
ERVL	TguLTR5d	NW_009647080.1	1783600	1783824	C	24.300	0
ERVL	TguLTR5e	NW_009647085.1	12670	12760	C	15.500	0
ERVL	TguLTR5e	NW_009647085.1	17938	18059	C	28.100	0
ERVL	TguLTR5d	NW_009647087.1	3117	3273	+	25.400	0
ERVL	TguLTR5e	NW_009647095.1	6690	6815	+	24.600	0
ERVL	TguLTR5d	NW_009647122.1	35291	35649	+	18.900	0
ERVL	TguLTR5d	NW_009647146.1	313	457	C	30.700	0
ERVL	TguLTR5d	NW_009647146.1	2760	2933	+	27.100	0
ERVL	TguLTR5d	NW_009647148.1	437	491	C	20.000	0
ERVL	TguLTR5d	NW_009647167.1	295	416	+	25.800	0
ERVL	TguLTR5d	NW_009647167.1	445	818	+	23.800	0
ERVL	TguLTR5e	NW_009647174.1	961	1054	+	18.500	0
ERVL	TguLTR5e	NW_009647174.1	12913	13159	+	13.400	0
ERVL	TguLTR5e	NW_009647174.1	20574	20650	C	13.300	0
ERVL	TguLTR5d	NW_009647174.1	24640	25020	C	24.400	0
ERVL	TguLTR5e	NW_009647174.1	25307	25398	+	21.100	0
ERVL	TguLTR5e	NW_009647174.1	32180	32298	C	23.900	0
ERVL	TguLTR5e	NW_009647204.1	942	1290	C	27.500	0
ERVL	TguLTR5d	NW_009647209.1	173451	173515	+	9.200	0
ERVL	TguLTR5d	NW_009647209.1	404761	405344	+	12.700	0
ERVL	TguLTR5e	NW_009647209.1	474746	475041	+	19.300	0
ERVL	TguLTR5e	NW_009647209.1	475063	475292	+	22.200	0
ERVL	TguLTR5d	NW_009647209.1	510054	510205	C	19.700	0
ERVL	TguLTR5d	NW_009647209.1	510360	510595	C	25.800	0
ERVL	TguLTR5d	NW_009647209.1	686121	686283	+	27.600	0
ERVL	TguLTR5e	NW_009647209.1	764933	765049	C	22.600	0
ERVL	TguLTR5e	NW_009647209.1	775927	776043	C	22.200	0
ERVL	TguLTR5e	NW_009647209.1	1089814	1089929	+	22.800	0
ERVL	TguLTR5d	NW_009647209.1	1244322	1244472	+	21.000	0
ERVL	TguLTR5d	NW_009647209.1	1247319	1247469	+	21.000	0
ERVL	TguLTR5e	NW_009647209.1	1254670	1254788	C	25.400	0
ERVL	TguLTR5d	NW_009647209.1	1273713	1273869	+	25.400	0
ERVL	TguLTR5d	NW_009647209.1	1353700	1354270	C	18.500	0
ERVL	TguLTR5e	NW_009647211.1	106546	106665	C	26.200	0
ERVL	TguLTR5e	NW_009647211.1	170539	170629	+	17.800	0
ERVL	TguLTR5d	NW_009647211.1	395516	395670	C	21.100	0
ERVL	TguLTR5d	NW_009647211.1	395794	396061	C	22.400	0
ERVL	TguLTR5d	NW_009647211.1	416861	417007	C	19.900	0
ERVL	TguLTR5d	NW_009647211.1	417180	417264	C	18.800	0
ERVL	TguLTR5d	NW_009647211.1	522621	522800	C	25.800	0
ERVL	TguLTR5d	NW_009647211.1	587491	587877	+	17.100	0
ERVL	TguLTR5d	NW_009647211.1	587899	587991	+	16.100	0
ERVL	TguLTR5d	NW_009647211.1	635400	635667	C	11.900	0
ERVL	TguLTR5e	NW_009647211.1	653861	653951	+	19.100	0
ERVL	TguLTR5e	NW_009647211.1	661155	661250	C	26.800	0
ERVL	TguLTR5d	NW_009647211.1	669824	669960	+	23.500	0
ERVL	TguLTR5e	NW_009647211.1	690770	690889	+	27.100	0
ERVL	TguLTR5e	NW_009647211.1	889172	889390	C	25.400	0
ERVL	TguLTR5e	NW_009647211.1	889421	889712	C	19.200	0
ERVL	TguLTR5e	NW_009647211.1	960204	960325	C	23.100	0
ERVL	TguLTR5d	NW_009647211.1	1236833	1237400	+	22.100	0
ERVL	TguLTR5e	NW_009647211.1	1259123	1259213	C	16.600	0
ERVL	TguLTR5e	NW_009647211.1	1275638	1276119	C	23.100	0
ERVL	TguLTR5d	NW_009647211.1	1322149	1322441	+	15.800	0
ERVL	TguLTR5e	NW_009647211.1	1342750	1342840	+	18.900	0
ERVL	TguLTR5d	NW_009647211.1	1345772	1346359	+	13.600	0
ERVL	TguLTR5d	NW_009647211.1	1347636	1347772	C	23.500	0
ERVL	TguLTR5d	NW_009647211.1	1387160	1387716	C	20.100	0
ERVL	TguLTR5e	NW_009647211.1	1414455	1414571	C	31.000	0
ERVL	TguLTR5e	NW_009647211.1	1425322	1425582	C	25.900	0
ERVL	TguLTR5e	NW_009647211.1	1441589	1442165	C	20.300	0
ERVL	TguLTR5e	NW_009647211.1	1445821	1445902	+	23.500	0
ERVL	TguLTR5d	NW_009647211.1	1485739	1485888	+	27.600	0
ERVL	TguLTR5d	NW_009647211.1	1486108	1486262	+	19.500	0
ERVL	TguLTR5e	NW_009647211.1	1502343	1502862	+	19.700	0
ERVL	TguLTR5d	NW_009647211.1	1505816	1506341	+	25.800	0
ERVL	TguLTR5e	NW_009647211.1	1512638	1513177	C	24.500	0
ERVL	TguLTR5d	NW_009647211.1	1542320	1542899	+	17.400	0
ERVL	TguLTR5e	NW_009647211.1	1674260	1674348	C	14.800	0
ERVL	TguLTR5e	NW_009647211.1	1726470	1727036	C	20.400	0
ERVL	TguLTR5d	NW_009647211.1	1767138	1767269	+	24.200	0
ERVL	TguLTR5e	NW_009647211.1	1827175	1827738	C	20.700	0
ERVL	TguLTR5d	NW_009647211.1	1869579	1869872	+	11.900	0
ERVL	TguLTR5d	NW_009647211.1	1869935	1870068	+	13.900	0
ERVL	TguLTR5d	NW_009647211.1	1931358	1931516	+	24.000	0
ERVL	TguLTR5d	NW_009647211.1	1962212	1962689	C	14.300	0
ERVL	TguLTR5e	NW_009647211.1	1989663	1989783	+	24.400	0
ERVL	TguLTR5d	NW_009647211.1	2010431	2011008	C	17.900	0
ERVL	TguLTR5e	NW_009647211.1	2069902	2070431	+	22.600	0
ERVL	TguLTR5e	NW_009647211.1	2077458	2077548	+	18.900	0
ERVL	TguLTR5d	NW_009647211.1	2105231	2105362	C	18.700	0
ERVL	TguLTR5d	NW_009647211.1	2105475	2105714	C	28.400	0
ERVL	TguLTR5e	NW_009647211.1	2215337	2215887	C	19.400	0
ERVL	TguLTR5d	NW_009647211.1	2266806	2267372	+	17.200	0
ERVL	TguLTR5e	NW_009647211.1	2301780	2301873	C	20.600	0
ERVL	TguLTR5d	NW_009647211.1	2319386	2319968	+	12.800	0
ERVL	TguLTR5e	NW_009647211.1	2409181	2409264	C	10.800	0
ERVL	TguLTR5d	NW_009647211.1	2424473	2424604	C	25.200	0
ERVL	TguLTR5d	NW_009647211.1	2525559	2525720	C	22.800	0
ERVL	TguLTR5e	NW_009647211.1	2553486	2553604	C	26.200	0
ERVL	TguLTR5e	NW_009647211.1	2634750	2635333	+	22.200	0
ERVL	TguLTR5d	NW_009647211.1	2653617	2653724	+	25.000	0
ERVL	TguLTR5d	NW_009647211.1	2659471	2659624	C	23.100	0
ERVL	TguLTR5d	NW_009647211.1	2679953	2680534	+	20.300	0
ERVL	TguLTR5e	NW_009647211.1	2771546	2771633	C	14.900	0
ERVL	TguLTR5e	NW_009647211.1	2797390	2797454	+	30.800	0
ERVL	TguLTR5d	NW_009647211.1	2827934	2828079	C	27.900	0
ERVL	TguLTR5e	NW_009647211.1	2860761	2860879	+	24.800	0
ERVL	TguLTR5e	NW_009647211.1	2878742	2879317	+	22.000	0
ERVL	TguLTR5d	NW_009647211.1	2926891	2927118	+	23.400	0
ERVL	TguLTR5d	NW_009647211.1	2927265	2927413	+	27.400	0
ERVL	TguLTR5e	NW_009647211.1	2975347	2975465	C	29.000	0
ERVL	TguLTR5d	NW_009647211.1	2987560	2987813	+	24.200	0
ERVL	TguLTR5d	NW_009647211.1	2987924	2988100	+	26.900	0
ERVL	TguLTR5d	NW_009647211.1	3008560	3009111	+	14.000	0
ERVL	TguLTR5e	NW_009647211.1	3009853	3009975	C	29.500	0
ERVL	TguLTR5e	NW_009647211.1	3015064	3015154	+	16.600	0
ERVL	TguLTR5e	NW_009647211.1	3034923	3035506	+	19.200	0
ERVL	TguLTR5e	NW_009647211.1	3041900	3042463	+	22.900	0
ERVL	TguLTR5d	NW_009647211.1	3094758	3095345	+	14.200	0
ERVL	TguLTR5e	NW_009647211.1	3116606	3116688	+	15.700	0
ERVL	TguLTR5e	NW_009647211.1	3119070	3119156	+	17.400	0
ERVL	TguLTR5e	NW_009647211.1	3139345	3139429	C	12.000	0
ERVL	TguLTR5d	NW_009647211.1	3172896	3173344	+	18.200	0
ERVL	TguLTR5d	NW_009647211.1	3208376	3208438	C	17.500	0
ERVL	TguLTR5d	NW_009647211.1	3208444	3208515	C	15.300	0
ERVL	TguLTR5e	NW_009647211.1	3242549	3242636	C	16.100	0
ERVL	TguLTR5d	NW_009647211.1	3265636	3265769	C	23.600	0
ERVL	TguLTR5d	NW_009647211.1	3273569	3273978	C	17.600	0
ERVL	TguLTR5d	NW_009647211.1	3275144	3275355	C	21.200	0
ERVL	TguLTR5e	NW_009647211.1	3310395	3310986	+	21.200	0
ERVL	TguLTR5d	NW_009647211.1	3343807	3343876	+	23.600	0
ERVL	TguLTR5d	NW_009647211.1	3369226	3369812	C	16.200	0
ERVL	TguLTR5d	NW_009647211.1	3371383	3371979	C	23.400	0
ERVL	TguLTR5d	NW_009647211.1	3372579	3372636	C	17.200	0
ERVL	TguLTR5d	NW_009647211.1	3394575	3394711	+	26.300	0
ERVL	TguLTR5d	NW_009647211.1	3403396	3403944	+	23.500	0
ERVL	TguLTR5e	NW_009647211.1	3429600	3429714	C	29.800	0
ERVL	TguLTR5d	NW_009647211.1	3454504	3454973	+	16.200	0
ERVL	TguLTR5d	NW_009647211.1	3458759	3459326	+	20.900	0
ERVL	TguLTR5e	NW_009647211.1	3460605	3460723	C	24.800	0
ERVL	TguLTR5e	NW_009647211.1	3498117	3498209	+	17.400	0
ERVL	TguLTR5d	NW_009647211.1	3522573	3522677	C	31.400	0
ERVL	TguLTR5d	NW_009647211.1	3523189	3523325	C	25.000	0
ERVL	TguLTR5e	NW_009647211.1	3559573	3559690	C	25.400	0
ERVL	TguLTR5d	NW_009647211.1	3573933	3574064	+	24.200	0
ERVL	TguLTR5d	NW_009647211.1	3618079	3618210	+	27.300	0
ERVL	TguLTR5d	NW_009647211.1	3624284	3624415	+	26.500	0
ERVL	TguLTR5e	NW_009647211.1	3652296	3652408	C	18.900	0
ERVL	TguLTR5e	NW_009647211.1	3664022	3664130	+	28.900	0
ERVL	TguLTR5d	NW_009647211.1	3666764	3667277	+	21.500	0
ERVL	TguLTR5d	NW_009647211.1	3683649	3684202	C	15.900	0
ERVL	TguLTR5d	NW_009647211.1	3731129	3731764	C	19.900	0
ERVL	TguLTR5e	NW_009647211.1	3808364	3808462	+	16.600	0
ERVL	TguLTR5e	NW_009647211.1	3852901	3853015	C	26.400	0
ERVL	TguLTR5e	NW_009647211.1	3853046	3853478	C	23.700	0
ERVL	TguLTR5e	NW_009647211.1	3853697	3853964	C	21.700	0
ERVL	TguLTR5e	NW_009647211.1	3875152	3875242	+	15.500	0
ERVL	TguLTR5d	NW_009647211.1	3883898	3884480	C	12.100	0
ERVL	TguLTR5e	NW_009647212.1	64405	64530	C	22.800	0
ERVL	TguLTR5d	NW_009647212.1	139629	140128	+	22.500	0
ERVL	TguLTR5d	NW_009647212.1	140370	140458	C	18.200	0
ERVL	TguLTR5d	NW_009647212.1	347700	347818	C	22.700	0
ERVL	TguLTR5e	NW_009647212.1	390158	390276	C	32.400	0
ERVL	TguLTR5e	NW_009647212.1	407956	408058	C	20.000	0
ERVL	TguLTR5e	NW_009647212.1	434712	434801	+	20.400	0
ERVL	TguLTR5d	NW_009647212.1	462655	462781	C	15.000	0
ERVL	TguLTR5e	NW_009647212.1	470771	470889	C	29.600	0
ERVL	TguLTR5d	NW_009647212.1	528823	529414	+	17.200	0
ERVL	TguLTR5d	NW_009647212.1	530596	531184	C	17.400	0
ERVL	TguLTR5e	NW_009647212.1	534405	534504	+	21.400	0
ERVL	TguLTR5e	NW_009647212.1	552956	553076	C	26.900	0
ERVL	TguLTR5e	NW_009647212.1	580707	580813	C	16.000	0
ERVL	TguLTR5e	NW_009647212.1	599750	600151	C	22.800	0
ERVL	TguLTR5d	NW_009647212.1	687270	687722	C	18.300	0
ERVL	TguLTR5e	NW_009647212.1	859514	859791	C	27.300	0
ERVL	TguLTR5e	NW_009647212.1	993390	993983	+	22.200	0
ERVL	TguLTR5d	NW_009647212.1	994976	995063	+	25.000	0
ERVL	TguLTR5d	NW_009647212.1	995174	995332	+	20.900	0
ERVL	TguLTR5d	NW_009647212.1	998768	998915	+	23.600	0
ERVL	TguLTR5d	NW_009647212.1	1006534	1007108	+	16.700	0
ERVL	TguLTR5e	NW_009647212.1	1137414	1138026	C	22.100	0
ERVL	TguLTR5d	NW_009647212.1	1142420	1142989	C	17.200	0
ERVL	TguLTR5d	NW_009647212.1	1177849	1178233	C	17.500	0
ERVL	TguLTR5d	NW_009647212.1	1224449	1224585	+	24.200	0
ERVL	TguLTR5e	NW_009647212.1	1328344	1328885	+	22.700	0
ERVL	TguLTR5e	NW_009647212.1	1402838	1402921	+	18.500	0
ERVL	TguLTR5d	NW_009647212.1	1415986	1416119	+	20.600	0
ERVL	TguLTR5d	NW_009647212.1	1433657	1433789	+	29.300	0
ERVL	TguLTR5e	NW_009647212.1	1542653	1542738	+	9.700	0
ERVL	TguLTR5d	NW_009647212.1	1556427	1556996	C	14.800	0
ERVL	TguLTR5d	NW_009647212.1	1602015	1602560	C	14.800	0
ERVL	TguLTR5e	NW_009647212.1	1614713	1614832	C	25.600	0
ERVL	TguLTR5e	NW_009647212.1	1842535	1843145	C	22.700	0
ERVL	TguLTR5d	NW_009647212.1	1844783	1845341	C	16.100	0
ERVL	TguLTR5d	NW_009647212.1	1922415	1922569	+	22.500	0
ERVL	TguLTR5e	NW_009647212.1	1999876	1999972	+	14.700	0
ERVL	TguLTR5d	NW_009647212.1	2073629	2074169	+	19.800	0
ERVL	TguLTR5d	NW_009647212.1	2115882	2116481	+	13.500	0
ERVL	TguLTR5d	NW_009647212.1	2149430	2149561	+	21.600	0
ERVL	TguLTR5d	NW_009647212.1	2166480	2166545	+	14.300	0
ERVL	TguLTR5d	NW_009647212.1	2167145	2167633	+	15.300	0
ERVL	TguLTR5e	NW_009647212.1	2225528	2225627	C	20.200	0
ERVL	TguLTR5d	NW_009647212.1	2574390	2574962	C	16.300	0
ERVL	TguLTR5d	NW_009647212.1	2602151	2602282	C	28.000	0
ERVL	TguLTR5d	NW_009647212.1	2668825	2669398	+	17.100	0
ERVL	TguLTR5d	NW_009647212.1	2704973	2705104	+	24.400	0
ERVL	TguLTR5d	NW_009647212.1	2707247	2707378	+	25.200	0
ERVL	TguLTR5e	NW_009647213.1	109104	109227	+	27.500	0
ERVL	TguLTR5e	NW_009647214.1	56692	56760	+	19.700	0
ERVL	TguLTR5e	NW_009647214.1	72908	72998	+	15.500	0
